"","last_scraped","host_since","calendar_last_scraped","first_review","last_review"
"2524",2021-12-17,2012-08-18,2021-12-17,2016-03-22,2021-11-13
"2525",2021-12-17,2015-10-02,2021-12-17,2015-10-10,2015-10-14
"2526",2021-12-17,2012-05-22,2021-12-17,2015-10-10,2018-08-19
"2527",2021-12-17,2015-10-03,2021-12-17,2015-12-06,2020-06-24
"2528",2021-12-17,2014-06-23,2021-12-17,2015-11-02,2020-01-01
"2529",2021-12-17,2015-04-03,2021-12-17,2016-01-23,2016-01-23
"2530",2021-12-17,2015-10-04,2021-12-17,2015-11-22,2016-11-20
"2531",2021-12-17,2015-10-04,2021-12-17,2015-10-19,2016-03-31
"2532",2021-12-17,2013-06-03,2021-12-17,2015-11-27,2017-10-31
"2533",2021-12-17,2015-08-03,2021-12-17,2015-10-13,2021-11-07
"2534",2021-12-17,2015-07-21,2021-12-17,2021-12-14,2021-12-14
"2535",2021-12-17,2013-05-10,2021-12-17,2015-11-10,2020-01-05
"2536",2021-12-17,2015-10-05,2021-12-17,2016-01-02,2016-09-05
"2537",2021-12-17,2015-05-03,2021-12-17,2015-12-24,2021-11-01
"2538",2021-12-17,2015-09-09,2021-12-17,2016-04-05,2020-07-25
"2539",2021-12-17,2014-06-30,2021-12-17,2017-07-31,2020-08-23
"2540",2021-12-17,2014-05-12,2021-12-17,2016-09-26,2021-10-03
"2541",2021-12-17,2015-10-07,2021-12-17,2017-03-10,2017-03-10
"2542",2021-12-17,2013-06-25,2021-12-17,2016-07-26,2018-01-01
"2543",2021-12-17,2015-10-07,2021-12-17,2015-11-01,2020-03-01
"2544",2021-12-17,2015-10-07,2021-12-17,2015-11-17,2019-09-27
"2545",2021-12-17,2015-09-29,2021-12-17,2016-10-23,2020-11-29
"2546",2021-12-17,2015-10-08,2021-12-17,2015-11-07,2015-11-07
"2547",2021-12-17,2015-10-05,2021-12-17,2015-10-22,2015-10-22
"2548",2021-12-18,2013-11-14,2021-12-18,2015-11-01,2017-06-29
"2549",2021-12-17,2014-07-28,2021-12-17,2015-10-14,2019-03-28
"2550",2021-12-17,2015-09-14,2021-12-17,2016-01-06,2016-02-08
"2551",2021-12-17,2011-05-18,2021-12-17,2015-10-16,2021-11-29
"2552",2021-12-17,2015-10-09,2021-12-17,2015-10-16,2021-11-19
"2553",2021-12-17,2012-10-17,2021-12-17,2015-10-20,2020-02-16
"2554",2021-12-17,2014-09-12,2021-12-17,2015-10-31,2015-10-31
"2555",2021-12-17,2015-10-10,2021-12-17,2021-07-02,2021-08-21
"2556",2021-12-17,2014-08-29,2021-12-17,2016-02-08,2021-09-06
"2557",2021-12-17,2015-10-11,2021-12-17,2015-11-25,2015-11-25
"2558",2021-12-17,2015-10-11,2021-12-17,2015-10-24,2015-12-28
"2559",2021-12-17,2014-01-26,2021-12-17,2016-01-03,2016-01-03
"2560",2021-12-17,2014-07-29,2021-12-17,2016-01-02,2021-08-07
"2561",2021-12-17,2013-06-04,2021-12-17,2015-10-19,2015-11-10
"2562",2021-12-17,2010-02-22,2021-12-17,2015-12-07,2021-07-18
"2563",2021-12-17,2015-08-31,2021-12-17,2015-10-18,2015-10-24
"2564",2021-12-17,2014-07-25,2021-12-17,2016-03-30,2019-07-29
"2565",2021-12-17,2015-10-12,2021-12-17,2015-11-29,2016-02-15
"2566",2021-12-18,2015-10-13,2021-12-18,2015-11-08,2016-09-13
"2567",2021-12-17,2015-04-12,2021-12-17,2016-05-16,2016-05-16
"2568",2021-12-17,2015-10-13,2021-12-17,2016-04-01,2017-05-28
"2569",2021-12-17,2015-06-18,2021-12-17,2016-03-20,2018-10-27
"2570",2021-12-17,2015-10-02,2021-12-17,2015-11-02,2015-11-02
"2571",2021-12-17,2013-11-26,2021-12-17,2015-11-16,2016-10-26
"2572",2021-12-17,2015-02-28,2021-12-17,2015-10-25,2015-10-25
"2573",2021-12-17,2011-03-22,2021-12-17,2016-01-02,2021-11-22
"2574",2021-12-17,2015-10-07,2021-12-17,2015-10-30,2021-11-14
"2575",2021-12-17,2014-04-05,2021-12-17,2016-12-31,2017-01-09
"2576",2021-12-17,2015-04-11,2021-12-17,2016-10-17,2019-12-14
"2577",2021-12-17,2015-10-07,2021-12-17,2015-10-21,2016-03-23
"2578",2021-12-17,2014-03-28,2021-12-17,2017-02-27,2019-11-22
"2579",2021-12-17,2011-12-14,2021-12-17,2016-04-05,2020-01-03
"2580",2021-12-18,2015-10-16,2021-12-18,2015-12-14,2019-01-03
"2581",2021-12-17,2014-04-02,2021-12-17,2015-11-23,2015-11-23
"2582",2021-12-17,2014-10-27,2021-12-17,2016-01-02,2016-01-02
"2583",2021-12-17,2014-11-07,2021-12-17,2015-10-29,2016-08-04
"2584",2021-12-17,2015-10-17,2021-12-17,2015-11-03,2015-11-03
"2585",2021-12-17,2011-08-02,2021-12-17,2015-10-31,2021-11-30
"2586",2021-12-17,2014-07-27,2021-12-17,2015-12-15,2016-01-24
"2587",2021-12-17,2015-10-18,2021-12-17,2016-05-17,2019-09-08
"2588",2021-12-17,2015-10-18,2021-12-17,2015-10-29,2020-01-03
"2589",2021-12-18,2015-10-19,2021-12-18,2015-11-15,2021-11-21
"2590",2021-12-17,2012-10-23,2021-12-17,2015-11-01,2020-11-15
"2591",2021-12-17,2013-07-21,2021-12-17,2015-11-08,2016-03-31
"2592",2021-12-17,2015-06-07,2021-12-17,2015-11-25,2017-07-01
"2593",2021-12-17,2015-10-19,2021-12-17,2015-11-08,2019-09-03
"2594",2021-12-17,2014-07-21,2021-12-17,2016-01-05,2020-07-15
"2595",2021-12-17,2013-04-16,2021-12-17,2015-11-02,2020-02-24
"2596",2021-12-17,2012-05-30,2021-12-17,2015-11-01,2021-12-13
"2597",2021-12-17,2012-10-14,2021-12-17,2016-03-09,2017-10-30
"2598",2021-12-17,2015-10-21,2021-12-17,2016-03-05,2019-09-09
"2599",2021-12-17,2014-10-21,2021-12-17,2016-01-03,2017-04-10
"2600",2021-12-17,2015-10-23,2021-12-17,2015-11-08,2017-05-28
"2601",2021-12-17,2015-08-21,2021-12-17,2016-03-30,2016-10-09
"2602",2021-12-17,2013-12-15,2021-12-17,2015-11-09,2017-09-01
"2603",2021-12-17,2014-07-06,2021-12-17,2015-12-21,2021-12-05
"2604",2021-12-17,2013-09-11,2021-12-17,2015-11-21,2016-04-26
"2605",2021-12-17,2012-11-04,2021-12-17,2015-12-02,2018-10-28
"2606",2021-12-17,2015-03-09,2021-12-17,2015-12-01,2019-10-17
"2607",2021-12-17,2015-10-25,2021-12-17,2015-11-08,2015-11-08
"2608",2021-12-17,2014-11-12,2021-12-17,2016-01-02,2017-04-22
"2609",2021-12-17,2012-01-27,2021-12-17,2016-05-24,2016-05-29
"2610",2021-12-17,2015-10-26,2021-12-17,2015-11-17,2015-11-17
"2611",2021-12-17,2012-08-28,2021-12-17,2016-01-03,2016-01-03
"2612",2021-12-17,2014-10-12,2021-12-17,2017-08-12,2020-03-29
"2613",2021-12-17,2015-10-27,2021-12-17,2016-01-05,2016-05-16
"2614",2021-12-17,2014-07-13,2021-12-17,2015-12-27,2016-05-18
"2615",2021-12-17,2014-10-29,2021-12-17,2016-02-21,2017-04-17
"2616",2021-12-17,2015-10-15,2021-12-17,2016-01-25,2021-08-01
"2617",2021-12-17,2014-02-20,2021-12-17,2015-11-05,2015-11-05
"2618",2021-12-17,2014-08-05,2021-12-17,2015-11-08,2020-01-17
"2619",2021-12-17,2013-11-30,2021-12-17,2016-04-07,2016-04-07
"2620",2021-12-17,2015-10-29,2021-12-17,2015-11-16,2015-11-16
"2621",2021-12-18,2012-03-13,2021-12-18,2015-11-08,2021-12-01
"2622",2021-12-17,2012-09-20,2021-12-17,2016-02-26,2018-05-28
"2623",2021-12-17,2013-12-05,2021-12-17,2015-12-01,2018-02-25
"2624",2021-12-17,2015-05-15,2021-12-17,2016-02-22,2020-09-15
"2625",2021-12-17,2015-10-27,2021-12-17,2015-12-29,2018-03-11
"2626",2021-12-17,2013-01-09,2021-12-17,2016-02-21,2021-11-23
"2627",2021-12-17,2012-12-05,2021-12-17,2015-11-13,2019-12-03
"2628",2021-12-17,2014-03-21,2021-12-17,2015-11-28,2017-07-02
"2629",2021-12-17,2015-11-01,2021-12-17,2015-12-22,2016-08-15
"2630",2021-12-17,2012-10-06,2021-12-17,2018-01-03,2021-11-01
"2631",2021-12-17,2012-05-10,2021-12-17,2015-11-23,2020-03-08
"2632",2021-12-17,2013-08-27,2021-12-17,2019-08-11,2019-10-31
"2633",2021-12-17,2012-06-05,2021-12-17,2015-11-23,2019-04-28
"2634",2021-12-17,2015-07-16,2021-12-17,2018-06-29,2019-01-15
"2635",2021-12-17,2011-01-25,2021-12-17,2016-03-16,2016-09-04
"2636",2021-12-17,2013-03-29,2021-12-17,2016-01-01,2020-08-09
"2637",2021-12-18,2011-08-16,2021-12-18,2016-01-02,2016-01-02
"2638",2021-12-17,2013-12-05,2021-12-17,2016-08-24,2018-05-22
"2639",2021-12-17,2015-11-03,2021-12-17,2016-01-02,2016-01-24
"2640",2021-12-17,2015-09-13,2021-12-17,2015-12-08,2021-12-10
"2641",2021-12-17,2015-11-03,2021-12-17,2017-07-12,2017-07-23
"2642",2021-12-17,2015-11-03,2021-12-17,2017-08-14,2017-09-17
"2643",2021-12-17,2013-08-14,2021-12-17,2016-04-17,2021-08-15
"2644",2021-12-17,2010-04-02,2021-12-17,2016-05-09,2021-11-29
"2645",2021-12-17,2014-12-20,2021-12-17,2016-03-09,2018-08-20
"2646",2021-12-17,2014-07-16,2021-12-17,2015-11-25,2020-03-08
"2647",2021-12-17,2015-05-08,2021-12-17,2016-08-26,2021-08-04
"2648",2021-12-17,2015-10-29,2021-12-17,2017-09-15,2017-09-15
"2649",2021-12-17,2011-08-02,2021-12-17,2015-11-16,2021-11-28
"2650",2021-12-17,2015-11-05,2021-12-17,2015-11-10,2021-11-08
"2651",2021-12-17,2011-11-23,2021-12-17,2016-02-22,2021-12-13
"2652",2021-12-17,2015-10-08,2021-12-17,2016-04-30,2016-04-30
"2653",2021-12-17,2015-05-30,2021-12-17,2015-11-29,2018-01-05
"2654",2021-12-17,2014-03-01,2021-12-17,2016-08-12,2016-12-13
"2655",2021-12-17,2015-11-06,2021-12-17,2016-01-01,2016-01-01
"2656",2021-12-17,2013-05-05,2021-12-17,2016-04-26,2021-11-08
"2657",2021-12-17,2015-11-07,2021-12-17,2015-11-17,2015-11-29
"2658",2021-12-17,2015-11-07,2021-12-17,2016-01-03,2016-01-03
"2659",2021-12-17,2015-11-08,2021-12-17,2017-05-21,2020-01-22
"2660",2021-12-17,2013-09-19,2021-12-17,2016-01-01,2020-02-25
"2661",2021-12-17,2013-06-20,2021-12-17,2015-12-01,2021-06-24
"2662",2021-12-17,2015-11-09,2021-12-17,2019-05-04,2021-12-05
"2663",2021-12-17,2015-06-26,2021-12-17,2018-04-01,2018-04-01
"2664",2021-12-17,2012-05-26,2021-12-17,2016-04-01,2020-11-02
"2665",2021-12-17,2012-10-30,2021-12-17,2015-11-19,2021-11-28
"2666",2021-12-17,2015-11-10,2021-12-17,2016-02-15,2021-10-23
"2667",2021-12-17,2015-03-01,2021-12-17,2016-01-01,2020-08-24
"2668",2021-12-17,2015-09-01,2021-12-17,2015-11-16,2021-10-30
"2669",2021-12-17,2015-11-11,2021-12-17,2016-01-14,2020-03-15
"2670",2021-12-17,2011-06-29,2021-12-17,2015-12-15,2018-11-29
"2671",2021-12-17,2015-03-13,2021-12-17,2018-11-04,2020-02-19
"2672",2021-12-17,2015-11-11,2021-12-17,2017-05-28,2017-07-10
"2673",2021-12-17,2013-06-26,2021-12-17,2016-01-27,2018-08-06
"2674",2021-12-17,2014-08-12,2021-12-17,2016-02-02,2016-02-02
"2675",2021-12-17,2015-11-11,2021-12-17,2019-06-10,2019-06-22
"2676",2021-12-17,2014-11-13,2021-12-17,2015-12-01,2016-01-12
"2677",2021-12-17,2015-04-03,2021-12-17,2016-05-17,2020-09-30
"2678",2021-12-17,2013-04-10,2021-12-17,2015-12-17,2021-08-31
"2679",2021-12-17,2015-11-13,2021-12-17,2015-12-06,2019-07-23
"2680",2021-12-17,2015-03-10,2021-12-17,2015-11-21,2017-03-24
"2681",2021-12-17,2013-10-10,2021-12-17,2015-11-27,2021-07-20
"2682",2021-12-17,2014-09-29,2021-12-17,2016-01-13,2017-03-19
"2683",2021-12-17,2015-11-13,2021-12-17,2015-11-28,2021-11-13
"2684",2021-12-17,2015-11-13,2021-12-17,2015-11-28,2018-10-10
"2685",2021-12-17,2015-11-13,2021-12-17,2016-05-24,2021-06-06
"2686",2021-12-17,2015-11-14,2021-12-17,2017-01-03,2019-06-17
"2687",2021-12-17,2015-11-15,2021-12-17,2016-05-09,2021-10-28
"2688",2021-12-18,2015-11-15,2021-12-18,2016-08-17,2016-09-12
"2689",2021-12-17,2014-05-29,2021-12-17,2016-03-10,2016-03-22
"2690",2021-12-17,2015-08-25,2021-12-17,2015-12-01,2018-04-10
"2691",2021-12-17,2014-05-14,2021-12-17,2017-05-30,2020-01-28
"2692",2021-12-17,2015-10-28,2021-12-17,2015-12-05,2016-08-08
"2693",2021-12-17,2013-12-09,2021-12-17,2015-11-29,2015-11-29
"2694",2021-12-17,2013-07-17,2021-12-17,2016-02-22,2021-08-08
"2695",2021-12-17,2013-09-24,2021-12-17,2016-01-03,2020-10-10
"2696",2021-12-17,2014-07-20,2021-12-17,2015-11-28,2015-11-28
"2697",2021-12-17,2010-09-27,2021-12-17,2016-01-05,2021-11-22
"2698",2021-12-17,2012-10-25,2021-12-17,2016-01-02,2018-07-23
"2699",2021-12-17,2015-08-21,2021-12-17,2016-01-03,2016-07-10
"2700",2021-12-17,2015-05-27,2021-12-17,2016-02-13,2016-11-27
"2701",2021-12-17,2015-11-18,2021-12-17,2016-04-23,2020-01-02
"2702",2021-12-17,2014-10-01,2021-12-17,2016-01-05,2020-10-10
"2703",2021-12-17,2013-11-13,2021-12-17,2016-03-13,2019-10-25
"2704",2021-12-17,2013-05-12,2021-12-17,2016-12-11,2018-08-02
"2705",2021-12-17,2012-09-29,2021-12-17,2018-07-16,2018-08-01
"2706",2021-12-18,2013-03-10,2021-12-18,2015-12-21,2020-09-28
"2707",2021-12-17,2011-04-10,2021-12-17,2016-01-03,2016-05-08
"2708",2021-12-17,2013-08-19,2021-12-17,2015-11-28,2021-11-14
"2709",2021-12-17,2012-07-20,2021-12-17,2016-12-11,2021-12-12
"2710",2021-12-17,2013-08-19,2021-12-17,2015-12-21,2021-11-14
"2711",2021-12-18,2015-11-19,2021-12-18,2015-11-27,2021-11-28
"2712",2021-12-17,2011-04-09,2021-12-17,2015-12-20,2019-12-03
"2713",2021-12-17,2015-11-20,2021-12-17,2021-05-16,2021-08-19
"2714",2021-12-17,2014-07-17,2021-12-17,2015-12-07,2017-04-02
"2715",2021-12-17,2015-07-07,2021-12-17,2016-06-01,2020-01-06
"2716",2021-12-17,2014-03-10,2021-12-17,2016-01-05,2016-01-05
"2717",2021-12-17,2014-03-23,2021-12-17,2016-10-02,2018-03-06
"2718",2021-12-18,2014-03-28,2021-12-18,2018-07-02,2018-08-25
"2719",2021-12-17,2013-08-07,2021-12-17,2015-12-07,2021-11-09
"2720",2021-12-17,2014-07-21,2021-12-17,2016-05-15,2016-10-01
"2721",2021-12-17,2015-11-21,2021-12-17,2019-04-30,2019-06-17
"2722",2021-12-17,2015-11-21,2021-12-17,2016-01-02,2016-04-09
"2723",2021-12-17,2015-11-18,2021-12-17,2016-01-05,2017-07-12
"2724",2021-12-17,2010-08-01,2021-12-17,2016-04-01,2020-02-25
"2725",2021-12-17,2014-05-24,2021-12-17,2017-08-05,2021-08-01
"2726",2021-12-17,2015-11-22,2021-12-17,2016-08-21,2016-08-21
"2727",2021-12-17,2014-12-22,2021-12-17,2016-01-01,2016-01-01
"2728",2021-12-17,2015-05-05,2021-12-17,2016-05-20,2016-08-28
"2729",2021-12-17,2015-11-22,2021-12-17,2016-01-08,2016-01-08
"2730",2021-12-17,2014-09-03,2021-12-17,2015-12-20,2019-02-23
"2731",2021-12-17,2014-12-05,2021-12-17,2016-01-08,2021-12-06
"2732",2021-12-17,2015-11-23,2021-12-17,2015-11-27,2015-11-27
"2733",2021-12-17,2011-08-21,2021-12-17,2015-12-01,2018-09-04
"2734",2021-12-17,2012-11-01,2021-12-17,2016-12-21,2021-10-25
"2735",2021-12-17,2014-07-29,2021-12-17,2016-01-02,2016-09-01
"2736",2021-12-17,2015-11-24,2021-12-17,2016-02-28,2018-05-06
"2737",2021-12-17,2014-09-18,2021-12-17,2016-01-03,2016-01-03
"2738",2021-12-17,2015-11-24,2021-12-17,2016-02-11,2017-08-20
"2739",2021-12-17,2015-11-24,2021-12-17,2015-12-28,2016-01-03
"2740",2021-12-17,2014-07-06,2021-12-17,2017-05-28,2018-07-27
"2741",2021-12-17,2015-11-24,2021-12-17,2018-11-26,2019-12-29
"2742",2021-12-17,2015-09-29,2021-12-17,2016-04-26,2017-05-02
"2743",2021-12-17,2015-11-24,2021-12-17,2016-03-26,2019-06-14
"2744",2021-12-17,2013-07-17,2021-12-17,2016-01-02,2021-05-31
"2745",2021-12-17,2015-11-25,2021-12-17,2018-07-22,2021-11-14
"2746",2021-12-17,2015-11-25,2021-12-17,2017-04-01,2021-09-01
"2747",2021-12-17,2014-07-29,2021-12-17,2015-12-26,2016-04-05
"2748",2021-12-17,2015-11-25,2021-12-17,2016-01-06,2016-01-13
"2749",2021-12-17,2015-11-25,2021-12-17,2016-01-05,2016-01-05
"2750",2021-12-17,2015-11-25,2021-12-17,2016-01-03,2016-01-03
"2751",2021-12-17,2011-03-31,2021-12-17,2017-03-12,2019-03-10
"2752",2021-12-17,2014-10-21,2021-12-17,2016-01-02,2016-05-08
"2753",2021-12-17,2015-11-26,2021-12-17,2016-01-02,2019-12-10
"2754",2021-12-17,2015-11-26,2021-12-17,2016-01-06,2016-10-03
"2755",2021-12-17,2015-11-27,2021-12-17,2019-07-08,2020-07-18
"2756",2021-12-17,2015-11-27,2021-12-17,2016-05-08,2020-01-02
"2757",2021-12-17,2013-03-03,2021-12-17,2019-04-28,2020-03-08
"2758",2021-12-17,2015-11-27,2021-12-17,2016-02-22,2016-02-22
"2759",2021-12-17,2015-11-28,2021-12-17,2015-12-29,2021-05-21
"2760",2021-12-17,2013-02-03,2021-12-17,2016-10-14,2019-04-30
"2761",2021-12-17,2014-07-03,2021-12-17,2016-03-10,2021-11-22
"2762",2021-12-17,2015-05-29,2021-12-17,2018-09-09,2021-10-03
"2763",2021-12-17,2015-11-29,2021-12-17,2016-01-15,2016-01-15
"2764",2021-12-17,2011-05-27,2021-12-17,2015-12-11,2021-11-08
"2765",2021-12-17,2015-06-29,2021-12-17,2016-01-05,2016-01-05
"2766",2021-12-17,2015-08-06,2021-12-17,2016-05-08,2021-11-07
"2767",2021-12-17,2015-07-16,2021-12-17,2017-08-26,2018-09-29
"2768",2021-12-17,2015-07-16,2021-12-17,2018-12-22,2021-07-17
"2769",2021-12-17,2015-11-30,2021-12-17,2017-05-28,2021-08-30
"2770",2021-12-17,2015-03-23,2021-12-17,2016-01-02,2016-01-02
"2771",2021-12-17,2015-12-01,2021-12-17,2017-12-01,2017-12-01
"2772",2021-12-17,2014-04-25,2021-12-17,2015-12-31,2021-10-31
"2773",2021-12-17,2015-12-01,2021-12-17,2016-01-05,2018-09-21
"2774",2021-12-17,2011-08-05,2021-12-17,2016-01-02,2017-08-29
"2775",2021-12-17,2015-10-01,2021-12-17,2015-12-07,2016-02-28
"2776",2021-12-17,2015-01-12,2021-12-17,2016-08-16,2021-08-20
"2777",2021-12-17,2015-06-30,2021-12-17,2015-12-31,2015-12-31
"2778",2021-12-17,2014-07-25,2021-12-17,2015-12-13,2015-12-13
"2779",2021-12-17,2014-09-12,2021-12-17,2015-12-25,2018-01-09
"2780",2021-12-17,2014-08-14,2021-12-17,2016-06-20,2021-11-21
"2781",2021-12-17,2015-12-02,2021-12-17,2016-01-03,2016-05-21
"2782",2021-12-17,2012-08-01,2021-12-17,2016-01-31,2021-12-02
"2783",2021-12-17,2014-07-15,2021-12-17,2016-06-09,2018-03-18
"2784",2021-12-17,2015-12-02,2021-12-17,2015-12-07,2021-12-14
"2785",2021-12-17,2015-12-03,2021-12-17,2016-03-06,2016-08-23
"2786",2021-12-18,2014-01-05,2021-12-18,2016-01-02,2021-08-25
"2787",2021-12-17,2013-06-03,2021-12-17,2016-01-05,2016-05-12
"2788",2021-12-17,2014-09-18,2021-12-17,2016-08-30,2019-06-25
"2789",2021-12-17,2014-09-14,2021-12-17,2015-12-14,2018-07-29
"2790",2021-12-17,2015-12-04,2021-12-17,2016-08-16,2017-09-11
"2791",2021-12-17,2015-11-07,2021-12-17,2016-08-15,2017-01-02
"2792",2021-12-17,2013-09-09,2021-12-17,2016-05-04,2020-01-03
"2793",2021-12-17,2012-09-24,2021-12-17,2015-12-31,2021-08-24
"2794",2021-12-17,2012-02-15,2021-12-17,2020-01-31,2020-01-31
"2795",2021-12-17,2015-12-06,2021-12-17,2016-02-01,2017-01-21
"2796",2021-12-17,2015-03-15,2021-12-17,2016-03-06,2017-10-02
"2797",2021-12-17,2013-01-10,2021-12-17,2015-12-17,2016-01-05
"2798",2021-12-17,2015-12-06,2021-12-17,2016-08-22,2020-07-21
"2799",2021-12-17,2015-12-06,2021-12-17,2016-01-06,2016-01-06
"2800",2021-12-17,2013-04-30,2021-12-17,2017-08-28,2017-10-16
"2801",2021-12-17,2013-02-07,2021-12-17,2016-01-03,2017-09-04
"2802",2021-12-17,2015-12-07,2021-12-17,2015-12-21,2019-04-29
"2803",2021-12-18,2015-12-07,2021-12-18,2015-12-22,2015-12-22
"2804",2021-12-17,2012-08-26,2021-12-17,2016-01-05,2017-08-06
"2805",2021-12-17,2015-12-07,2021-12-17,2015-12-27,2015-12-27
"2806",2021-12-17,2013-03-13,2021-12-17,2016-01-05,2020-01-31
"2807",2021-12-17,2015-11-09,2021-12-17,2016-01-02,2016-01-02
"2808",2021-12-17,2015-12-08,2021-12-17,2017-07-19,2018-03-18
"2809",2021-12-17,2014-12-16,2021-12-17,2015-12-23,2016-09-12
"2810",2021-12-17,2015-12-08,2021-12-17,2016-03-21,2016-07-29
"2811",2021-12-17,2013-08-19,2021-12-17,2015-12-26,2021-11-06
"2812",2021-12-17,2015-12-08,2021-12-17,2015-12-22,2015-12-22
"2813",2021-12-17,2015-12-08,2021-12-17,2016-01-02,2016-01-02
"2814",2021-12-17,2015-12-08,2021-12-17,2015-12-24,2018-11-25
"2815",2021-12-17,2015-12-06,2021-12-17,2016-01-11,2021-11-30
"2816",2021-12-17,2013-08-19,2021-12-17,2015-12-26,2021-11-28
"2817",2021-12-17,2015-12-09,2021-12-17,2016-03-27,2018-08-05
"2818",2021-12-17,2015-02-14,2021-12-17,2017-01-06,2020-03-15
"2819",2021-12-17,2015-12-09,2021-12-17,2016-01-02,2016-08-13
"2820",2021-12-17,2015-12-09,2021-12-17,2016-02-17,2019-10-01
"2821",2021-12-17,2014-08-26,2021-12-17,2015-12-13,2018-01-17
"2822",2021-12-17,2015-12-10,2021-12-17,2015-12-21,2015-12-29
"2823",2021-12-17,2015-11-27,2021-12-17,2015-12-26,2017-09-25
"2824",2021-12-17,2012-11-30,2021-12-17,2016-01-28,2019-09-20
"2825",2021-12-17,2015-12-11,2021-12-17,2016-01-03,2016-05-01
"2826",2021-12-17,2015-08-11,2021-12-17,2016-02-10,2016-07-04
"2827",2021-12-17,2014-12-27,2021-12-17,2016-01-22,2019-10-14
"2828",2021-12-17,2015-10-01,2021-12-17,2016-01-03,2017-03-30
"2829",2021-12-17,2013-04-02,2021-12-17,2016-01-03,2017-10-16
"2830",2021-12-17,2012-01-06,2021-12-17,2017-09-02,2017-09-02
"2831",2021-12-17,2011-10-11,2021-12-17,2016-01-05,2020-08-21
"2832",2021-12-17,2015-07-23,2021-12-17,2016-01-03,2017-05-28
"2833",2021-12-17,2012-10-21,2021-12-17,2017-09-28,2017-09-28
"2834",2021-12-17,2011-08-09,2021-12-17,2016-01-02,2019-08-25
"2835",2021-12-17,2015-12-08,2021-12-17,2016-07-30,2016-07-30
"2836",2021-12-17,2015-12-13,2021-12-17,2016-01-05,2016-05-08
"2837",2021-12-17,2015-10-16,2021-12-17,2016-02-15,2016-02-15
"2838",2021-12-17,2014-04-08,2021-12-17,2016-01-03,2016-03-30
"2839",2021-12-17,2015-12-13,2021-12-17,2016-02-21,2016-09-20
"2840",2021-12-17,2015-12-13,2021-12-17,2016-01-05,2021-10-03
"2841",2021-12-17,2015-12-08,2021-12-17,2015-12-22,2021-08-01
"2842",2021-12-17,2015-12-14,2021-12-17,2016-01-01,2017-10-13
"2843",2021-12-17,2015-12-13,2021-12-17,2016-01-05,2016-12-31
"2844",2021-12-17,2013-09-26,2021-12-17,2016-01-30,2021-11-24
"2845",2021-12-17,2014-02-27,2021-12-17,2016-02-16,2016-06-27
"2846",2021-12-17,2015-12-14,2021-12-17,2016-01-05,2016-01-05
"2847",2021-12-17,2015-08-06,2021-12-17,2016-05-21,2016-09-18
"2848",2021-12-17,2014-10-08,2021-12-17,2016-01-07,2021-12-17
"2849",2021-12-17,2015-12-14,2021-12-17,2016-07-27,2019-04-22
"2850",2021-12-17,2015-09-20,2021-12-17,2016-01-03,2016-01-03
"2851",2021-12-17,2013-08-23,2021-12-17,2016-01-01,2016-03-30
"2852",2021-12-17,2012-05-06,2021-12-17,2016-01-05,2016-01-05
"2853",2021-12-17,2014-08-03,2021-12-17,2016-04-11,2017-03-12
"2854",2021-12-17,2015-11-01,2021-12-17,2016-01-05,2018-09-30
"2855",2021-12-17,2014-10-20,2021-12-17,2016-01-03,2019-07-21
"2856",2021-12-17,2012-05-22,2021-12-17,2016-01-02,2020-02-29
"2857",2021-12-17,2015-12-16,2021-12-17,2015-12-23,2016-01-03
"2858",2021-12-18,2015-12-16,2021-12-18,2016-01-05,2021-08-22
"2859",2021-12-17,2015-12-16,2021-12-17,2016-01-06,2017-10-26
"2860",2021-12-17,2014-05-29,2021-12-17,2016-01-03,2016-01-03
"2861",2021-12-17,2011-08-02,2021-12-17,2016-02-01,2021-11-21
"2862",2021-12-17,2015-10-04,2021-12-17,2016-01-16,2016-01-16
"2863",2021-12-17,2015-12-17,2021-12-17,2016-01-01,2016-01-01
"2864",2021-12-17,2015-12-17,2021-12-17,2016-01-05,2021-10-27
"2865",2021-12-17,2015-01-09,2021-12-17,2017-06-06,2017-06-06
"2866",2021-12-17,2015-12-17,2021-12-17,2016-03-10,2020-01-19
"2867",2021-12-17,2015-12-08,2021-12-17,2016-01-02,2016-01-02
"2868",2021-12-17,2015-12-18,2021-12-17,2015-12-30,2016-03-25
"2869",2021-12-17,2014-05-15,2021-12-17,2016-01-03,2016-09-24
"2870",2021-12-17,2015-12-18,2021-12-17,2016-01-03,2020-01-02
"2871",2021-12-17,2015-12-16,2021-12-17,2016-01-03,2016-01-03
"2872",2021-12-17,2015-12-20,2021-12-17,2016-03-27,2019-08-04
"2873",2021-12-17,2012-04-29,2021-12-17,2016-01-25,2016-12-05
"2874",2021-12-17,2014-10-08,2021-12-17,2016-01-02,2021-12-06
"2875",2021-12-17,2015-06-30,2021-12-17,2017-06-17,2017-06-17
"2876",2021-12-17,2015-12-19,2021-12-17,2017-06-09,2017-08-02
"2877",2021-12-17,2015-12-21,2021-12-17,2016-01-11,2021-12-15
"2878",2021-12-17,2014-07-07,2021-12-17,2018-09-21,2018-09-21
"2879",2021-12-17,2015-12-21,2021-12-17,2016-01-05,2019-11-12
"2880",2021-12-17,2015-12-21,2021-12-17,2017-08-24,2019-08-30
"2881",2021-12-17,2013-08-12,2021-12-17,2016-01-01,2021-08-29
